file_name,cases.0.samples.0.submitter_id,cases.0.case_id,id
UNCID_492754.TCGA-BH-A0DQ-11A-12R-A089-07.110912_UNC13-SN749_0111_AD0DEAABXX.7.trimmed.annotated.gene.quantification.txt,TCGA-BH-A0DQ-11A,a851ca14-7bbf-455b-a054-ec03979a4247,df403ddf-9e46-4224-97f9-4de4037990a2
UNCID_568803.TCGA-BH-A208-11A-51R-A157-07.110926_UNC12-SN629_0143_AD0DY7ABXX.8.trimmed.annotated.gene.quantification.txt,TCGA-BH-A208-11A,ddcbdac6-9e43-4146-a611-d033125eba14,bf648c12-71b5-4718-9f88-5ed0070b1dea
UNCID_381234.TCGA-BH-A18V-11A-52R-A12D-07.110714_UNC13-SN749_0082_AD0DGMABXX.8.trimmed.annotated.gene.quantification.txt,TCGA-BH-A18V-11A,6b960b58-28e1-41c6-bd6e-7e669c6aa4ef,afca2537-e824-4bf9-aec8-f955c555fb03
UNCID_619924.TCGA-E9-A1RI-11A-41R-A169-07.110919_UNC13-SN749_0113_AB00WUABXX.1.trimmed.annotated.gene.quantification.txt,TCGA-E9-A1RI-11A,dd3bfb26-b534-4917-9c4d-9fe7b6477762,63c3b32f-56db-41b8-ba06-3fff38f010c3
UNCID_837009.TCGA-E9-A1N5-11A-41R-A14D-07.110809_UNC9-SN296_0227_AC0437ABXX.8.trimmed.annotated.gene.quantification.txt,TCGA-E9-A1N5-11A,f954de05-1b44-4087-8933-6cc72d81028d,ac7edaab-65d5-4c85-8ba8-f05c885a1f69
UNCID_830376.TCGA-A7-A0DB-11A-33R-A089-07.110909_UNC9-SN296_0240_BD0DDBABXX.2.trimmed.annotated.gene.quantification.txt,TCGA-A7-A0DB-11A,f130f376-5801-40f9-975d-a7e2f7b5670d,6154beda-212d-4d67-bb9b-55d8933fb686
UNCID_439451.TCGA-BH-A0DT-11A-12R-A12D-07.110715_UNC14-SN744_0142_AB099EABXX.2.trimmed.annotated.gene.quantification.txt,TCGA-BH-A0DT-11A,74f31744-0aed-4633-beec-4e203315f0b7,39fb71bd-07e6-45f2-b481-c925ced5db47
UNCID_844791.TCGA-BH-A1FG-11B-12R-A13Q-07.110921_UNC9-SN296_0242_AD0DDEABXX.4.trimmed.annotated.gene.quantification.txt,TCGA-BH-A1FG-11B,d4e7426c-9739-4585-9114-e564b13c7c02,8027f89b-9806-4f0e-816a-c2eebb693797
UNCID_568742.TCGA-AC-A23H-11A-12R-A157-07.110926_UNC12-SN629_0143_AD0DY7ABXX.2.trimmed.annotated.gene.quantification.txt,TCGA-AC-A23H-11A,7dcf550c-90ce-4f63-aecd-0e46897e2a3e,4698d6d1-3972-4b12-aea3-b44b4acaf59b
UNCID_832553.TCGA-E9-A1NF-11A-73R-A14D-07.110909_UNC9-SN296_0239_AD0DFDABXX.4.trimmed.annotated.gene.quantification.txt,TCGA-E9-A1NF-11A,a8b1f6e7-2bcf-460d-b1c6-1792a9801119,d4ef226f-41ee-4b26-bdd0-9b14c2a48c26
UNCID_381245.TCGA-BH-A18U-11A-23R-A12D-07.110714_UNC13-SN749_0082_AD0DGMABXX.7.trimmed.annotated.gene.quantification.txt,TCGA-BH-A18U-11A,233b02f3-c4f0-4a67-9db5-e68d5cdaccb6,86c05ebf-d084-4547-aae9-827354375acb
UNCID_435578.TCGA-BH-A0B5-11A-23R-A12P-07.110801_UNC10-SN254_0250_AC01YCABXX.2.trimmed.annotated.gene.quantification.txt,TCGA-BH-A0B5-11A,9da462b0-93c2-4305-89f6-7199a30399a7,a0c3d226-f655-44a4-80e8-212991512cb2
UNCID_830482.TCGA-A7-A0D9-11A-53R-A089-07.110909_UNC9-SN296_0240_BD0DDBABXX.1.trimmed.annotated.gene.quantification.txt,TCGA-A7-A0D9-11A,17baef7c-d97d-4b98-ab53-503ef856523d,bd269d5a-cf2a-4be1-bd41-dcd8ae54f45f
